id_solicitud,fecha_solicitud,sucursal,tipo_credito,monto_solicitado,plazo_meses,ingresos_mensuales,antiguedad_laboral,nivel_educativo,estado_civil,numero_dependientes,tiene_otros_creditos,resultado
SOL-01688,15/04/2024,BARRANQUILLA,Vehiculo,25300000,60,1800000,4,Tecnico,Soltero,1,NO,En estudio
SOL-02891,2024-10-26,Medellin,Vivienda,183800000,120,1940000,7,TECNICO,UNION LIBRE,0,1,En estudio
SOL-00274,2025-01-27,Bogotá,Libre inversion,20500000,12,1970000,10,Profesional,Casado,3,Si,en estudio
SOL-01710,22/07/2024,BOGOTA,Libre inversion,16600000,48,1910000,4,Profesional,soltero,1,No,Rechazado
SOL-02758,2024-06-05,Cali,Vivienda,175600000,120,2580000,0,tecnico,Union libre,0,Si,aprobado
SOL-00964,06/08/2024,Barranquilla,Educacion,12900000,24,4470000,8,Profesional,Soltero,2,Si,APROBADO
SOL-02531,2025-06-04,Bogota,Libre inversion,19800000,24,2500000,2,Posgrado,Soltero,0,No,aprobado
SOL-02875,2025-02-27,Bogota,Vehiculo,20400000,48,1800000,0,Profesional,Divorciado,2,No,APROBADO
SOL-02994,2024-01-20,CALI,Vivienda,210200000,120,2690000,4,bachiller,UNION LIBRE,0,Si,Aprobado
SOL-02865,31/07/2024,cartagena,Vehiculo,32700000,60,4430000,1,Profesional,Casado,3,Si,Rechazado
SOL-02960,2024-02-06,Bogotá D.C.,Libre inversion,10700000,48,2660000,12,Bachiller,Soltero,2,Si,Aprobado
SOL-01453,2024-05-27,BUCARAMANGA,Educacion,7500000,24,1800000,1,tecnico,casado,1,no,Aprobado
SOL-00150,30/04/2025,pereira,Vivienda,174500000,180,4450000,2,Bachiller,Union libre,2,Si,Aprobado
SOL-01758,2024-04-30,Cali,Educacion,11800000,36,3290000,7,Tecnico,Casado,2,no,RECHAZADO
SOL-00219,2025-05-31,Bogota,Vivienda,102900000,180,1900000,9,Tecnico,SOLTERO,1,No,Rechazado
SOL-00240,2024-10-09,Medellin,Vivienda,80600000,60,2130000,6,Bachiller,casado,N/A,No,aprobado
SOL-01132,2024-09-21,Pereira,Vehiculo,35300000,48,2390000,1,Posgrado,Soltero,4,No,aprobado
SOL-02723,2024-06-29,cartagena,Educacion,3000000,36,5550000,3,Posgrado,Soltero,N/A,Si,En estudio
SOL-02240,14/01/2025,Bucaramanga,Vehiculo,41900000,24,$ 2620000,3,Bachiller,SOLTERO,0,no,En estudio
SOL-02382,2024-07-21,Bogotá,Vehiculo,33100000,48,1800000,12,Profesional,Casado,0,No,Aprobado
SOL-01254,2024-06-06,Bogota,Libre inversion,19000000,36,3800000,0,POSGRADO,Union libre,1,Si,Aprobado
SOL-01054,31/05/2025,Bogotá D.C.,Libre inversion,15400000,12,3580000,1,profesional,Casado,2,No,APROBADO
SOL-01669,2024-08-06,cali,Libre inversion,21800000,36,2710000,2,bachiller,Divorciado,0,Si,En estudio
SOL-02562,2025-06-02,Bucaramanga,Libre inversion,13700000,48,7820000,1,Prof.,Casado,2,No,Aprobado
SOL-02999,2024-02-12,Cali,Vehiculo,59700000,36,11260000,5,bachiller,Divorciado,0,No,rechazado
SOL-01358,14/02/2024,Pereira,Libre inversion,24300000,48,2710000,2,Tecnico,Casado,1,NO,Aprobado
SOL-00776,2025-05-23,cali,Libre inversion,11700000,48,7660000,1,Postgrado,Divorciado,2,Sí,aprobado
SOL-02640,2025-05-19,Cali,Libre inversion,13300000,24,3160000,7,Posgrado,Divorciado,0,No,Rechazado
SOL-00840,2024-11-08,Bogota,Libre inversion,8700000,24,1800000,3,Tecnico,Casado,,No,Aprobado
SOL-00628,29/04/2025,Barranquilla,Libre inversion,10600000,12,$5.070.000,3,Técnico,Casado,0,no,Rechazado
SOL-00324,2024-08-27,Medellin,Vivienda,176400000,240,6740000,0,PROFESIONAL,Soltero,0,Si,Aprobado
SOL-02735,26/03/2025,Medellin,Vivienda,230100000,120,2040000,7,Tec.,Soltero,4,SI,Rechazado
SOL-02965,2025-05-13,Cali,Educacion,9000000,36,$3.710.000,7,bachiller,Soltero,1,Si,Aprobado
SOL-01868,2025-05-12,CARTAGENA,Vehiculo,24000000,60,12170000,1,Bachiller,Divorciado,1,No,Aprobado
SOL-01161,2024-05-27,BARRANQUILLA,Vehiculo,31500000,36,3400000,1,BACHILLER,Soltero,,No,Aprobado
SOL-01077,2024-01-22,Bogota,Vivienda,96100000,60,2640000,3,Prof.,Union libre,0,Si,Aprobado
SOL-00438,2024-11-17,Medellin,Vivienda,213200000,180,2.180.000,2,Profesional,Casado,0,Si,Rechazado
SOL-00120,2025-03-10,Barranquilla,Vehiculo,31300000,24,2950000,6,Tecnico,Casado,1,NO,Aprobado
SOL-02664,28/03/2025,Medellin,Libre inversion,13100000,36,2920000,7,Bachiller,union libre,0,NO,Aprobado
SOL-02493,2025-04-18,Medellin,Libre inversion,22100000,24,6010000,1,posgrado,Casado,0,No,Aprobado
SOL-02669,2025-01-31,Cartagena,Libre inversion,24300000,24,1800000,3,profesional,Casado,1,Si,Rechazado
SOL-01815,29/05/2024,Bogotá D.C.,Vehiculo,37300000,60,2.900.000,5,Profesional,Soltero,3,0,Aprobado
SOL-01840,2025-03-06,Barranquilla,Vehiculo,46600000,24,5230000,6,POSGRADO,Soltero,1,0,Rechazado
SOL-01027,09/06/2024,barranquilla,Libre inversion,9300000,12,$ 4750000,4,Bachiller,Union libre,2,No,En estudio
SOL-00077,17/08/2024,Cali,Libre inversion,14500000,24,5170000,8,Profesional,Casado,1,no,Rechazado
SOL-00901,09/07/2024,Cali,Libre inversion,13900000,12,3270000,8,PROFESIONAL,Soltero,4,Si,APROBADO
SOL-00372,09/12/2024,Bucaramanga,Libre inversion,19100000,48,3800000,5,Profesional,CASADO,,Si,Aprobado
SOL-01205,2024-10-08,Bogotá D.C.,Vehiculo,48500000,36,1800000,5,Posgrado,Casado,2,Si,En estudio
SOL-02828,2024-09-10,Bogota,Libre inversion,19200000,12,4080000,1,bachiller,Casado,4,Si,Aprobado
SOL-00942,2024-08-08,BARRANQUILLA,Vivienda,179200000,60,2280000,5,Posgrado,Casado,4,No,En estudio
SOL-00553,16/03/2024,Barranquilla,Educacion,7600000,12,$6.920.000,0,Profesional,Union libre,1,1,RECHAZADO
SOL-00407,2025-04-22,Medellin,Vehiculo,41500000,36,5240000,1,Bachiller,Casado,0,No,aprobado
SOL-02118,21/03/2024,Pereira,Libre inversion,18800000,36,5820000,2,Tecnico,SOLTERO,1,0,Aprobado
SOL-01614,09/02/2025,barranquilla,Vehiculo,39300000,24,$4.870.000,3,Técnico,Union libre,0,0,Aprobado
SOL-00969,2025-03-22,Bogota,Libre inversion,22500000,12,2980000,7,Profesional,Casado,0,Si,Aprobado
SOL-02350,2024-12-29,Bogota,Vivienda,136600000,120,2080000,2,Profesional,SOLTERO,2,No,APROBADO
SOL-01747,2025-02-21,Barranquilla,Vehiculo,36600000,48,$ 5350000,14,Posgrado,Soltero,2,No,RECHAZADO
SOL-00690,2025-02-09,barranquilla,Vehiculo,20300000,48,4960000,7,Profesional,Union libre,4,No,Aprobado
SOL-01739,24/05/2025,BUCARAMANGA,Vehiculo,52500000,48,7430000,26,Tecnico,Casado,1,Si,Aprobado
SOL-00237,2024-08-18,Medellin,Libre inversion,17100000,48,2740000,4,Tecnico,Union libre,4,No,Rechazado
SOL-02893,12/03/2024,medellin,Libre inversion,18200000,12,3560000,2,Tecnico,Casado,1,no,RECHAZADO
SOL-01987,2024-07-12,Barranquilla,Vivienda,121200000,60,2310000,1,Profesional,Union libre,2,No,En estudio
SOL-01984,2025-05-20,Pereira,Vivienda,227700000,240,2.650.000,10,TECNICO,Union libre,0,Sí,Rechazado
SOL-00500,2024-05-08,Bucaramanga,Educacion,15100000,36,7850000,2,Posgrado,Union libre,0,No,Rechazado
SOL-00823,2024-08-04,bogota,Vivienda,208300000,240,2780000,11,Bachiller,soltero,0,Si,Aprobado
SOL-00795,2024-07-31,medellin,Vivienda,94500000,180,2000000,2,Tec.,Casado,1,Si,Aprobado
SOL-00991,15/02/2024,PEREIRA,Libre inversion,8800000,48,$ 2810000,1,TECNICO,Casado,4,NO,Aprobado
SOL-00568,2025-01-16,Barranquilla,Educacion,9300000,12,3180000,1,Profesional,casado,2,Si,Aprobado
SOL-02436,2024-06-06,Medellin,Libre inversion,21400000,12,1800000,5,profesional,Soltero,1,No,APROBADO
SOL-00391,2024-01-14,barranquilla,Libre inversion,16000000,48,1800000,11,Profesional,Divorciado,1,NO,En estudio
SOL-00744,2024-02-21,Pereira,Educacion,7400000,36,2040000,2,Prof.,Soltero,3,Si,Aprobado
SOL-02401,2025-05-29,Bogota,Vehiculo,27800000,36,$5.800.000,2,Tecnico,Casado,2,1,Aprobado
SOL-01218,23/11/2024,BOGOTA,Vivienda,154500000,180,5750000,3,BACHILLER,Union libre,2,Si,Rechazado
SOL-00236,2024-10-30,Barranquilla,Vehiculo,24300000,24,3940000,1,Posgrado,UNION LIBRE,1,No,Aprobado
SOL-02975,2024-11-29,CARTAGENA,Libre inversion,18100000,36,3330000,4,Bach.,Union libre,1,Si,Aprobado
SOL-00481,25/11/2024,Pereira,Educacion,16900000,12,3090000,13,Tecnico,SOLTERO,1,No,Aprobado
SOL-02043,2024-04-12,Pereira,Libre inversion,23700000,12,3480000,1,profesional,CASADO,0,No,Rechazado
SOL-01678,2024-12-20,Bogota,Vehiculo,47700000,36,9700000,4,Tecnico,casado,0,Si,En estudio
SOL-02770,2024-09-08,Bogota,Libre inversion,12500000,48,3410000,2,Bachiller,Soltero,3,No,APROBADO
SOL-02923,24/03/2025,Barranquilla,Libre inversion,10300000,36,$2.160.000,3,Bach.,Divorciado,0,Si,En estudio
SOL-02613,2024-10-09,medellin,Libre inversion,21400000,12,3650000,1,Bachiller,SOLTERO,0,No,Rechazado
SOL-02673,09/03/2025,BUCARAMANGA,Vehiculo,36500000,60,5060000,0,Bachiller,SOLTERO,0,No,Rechazado
SOL-00121,22/04/2025,Medellin,Vivienda,164500000,180,2700000,5,Tecnico,Casado,1,No,aprobado
SOL-01273,2024-10-06,Bogota,Libre inversion,21400000,24,4610000,4,Bachiller,SOLTERO,2,si,Rechazado
SOL-00927,19/01/2024,barranquilla,Vehiculo,24300000,36,8650000,1,Profesional,Soltero,1,No,EN ESTUDIO
SOL-01595,2024-10-31,Cali,Vivienda,192700000,120,4180000,7,Profesional,Soltero,2,Si,Aprobado
SOL-00224,2024-07-03,Medellín,Vivienda,132400000,180,10.710.000,0,Bachiller,soltero,0,No,Aprobado
SOL-00767,11/03/2024,CARTAGENA,Libre inversion,10600000,24,3.230.000,2,Postgrado,Unión libre,1,Si,Aprobado
SOL-00614,05/11/2024,Bogota,Libre inversion,20900000,36,2970000,3,profesional,Union libre,2,SI,Aprobado
SOL-01246,2025-03-29,Bogota,Libre inversion,20500000,12,2050000,14,Bachiller,Union libre,2,Si,aprobado
SOL-01541,2024-03-18,Barranquilla,Educacion,14500000,12,6520000,11,Tecnico,Soltero,1,Si,Rechazado
SOL-00053,2024-03-31,Bogota,Vehiculo,24200000,24,1870000,3,Bachiller,Soltero,0,No,En estudio
SOL-00530,2024-12-18,Bogotá D.C.,Vivienda,174100000,120,3480000,3,Posgrado,SOLTERO,1,No,en estudio
SOL-01900,25/05/2024,Bucaramanga,Libre inversion,22500000,48,2840000,3,posgrado,Union libre,1,si,Aprobado
SOL-02967,13/08/2024,Medellin,Libre inversion,23300000,48,3070000,3,Profesional,SOLTERO,2,no,EN ESTUDIO
SOL-00819,2024-07-04,Bogota,Vehiculo,58400000,60,1800000,2,Profesional,casado,2,Sí,En estudio
SOL-00156,2025-06-02,Bogota,Educacion,7000000,36,$ 3060000,7,PROFESIONAL,SOLTERO,1,Si,Rechazado
SOL-02912,2025-05-20,Bucaramanga,Vivienda,168500000,120,2130000,3,Bachiller,Union libre,2,No,Rechazado
SOL-00249,2025-04-15,Cartagena,Vehiculo,41700000,48,2.240.000,4,Prof.,soltero,2,NO,aprobado
SOL-00762,2024-01-17,Bogotá D.C.,Libre inversion,22200000,12,4390000, ,Profesional,Soltero,3,Si,Rechazado
SOL-01895,2025-02-18,Bucaramanga,Libre inversion,20100000,12,6930000,1,Bachiller,Union libre,2,No,rechazado
SOL-02030,03/08/2024,Cali,Vehiculo,37200000,60,$ 2990000,3,Posgrado,Union libre,3,Sí,Rechazado
SOL-01131,26/01/2025,Barranquilla,Libre inversion,16700000,24,4730000,2,Profesional,Soltero,,SI,Aprobado
SOL-00543,01/02/2024,Medellin,Vivienda,100400000,180,1800000,4,Posgrado,union libre,1,No,En estudio
SOL-00794,04/06/2024,Bogota,Educacion,5800000,12,3610000,3,Tecnico,Soltero,0,1,aprobado
SOL-01726,2024-03-03,Bogota,Educacion,7400000,24,9850000,10,Posgrado,Soltero,0,NO,En estudio
SOL-00629,2024-12-13,Bogota,Libre inversion,24700000,48,2930000,7,Tecnico,Union libre,2,No,Aprobado
SOL-02199,2024-12-21,pereira,Vivienda,111500000,60,1800000,8,Profesional,UNION LIBRE,4,No,APROBADO
SOL-02734,2024-04-09,Barranquilla,Vehiculo,58000000,60,2410000,1,Bach.,Soltero,0,No,En estudio
SOL-02340,2024-11-26,bogota,Educacion,15300000,24,2500000,,bachiller,UNION LIBRE,1,No,Aprobado
SOL-02430,2024-02-03,Medellin,Libre inversion,16600000,48,2830000,5,Posgrado,Soltero,1,Si,Rechazado
SOL-02881,19/07/2024,Bogota,Libre inversion,23700000,12,3490000,1,Tecnico,Divorciado,1,Si,en estudio
SOL-01368,18/11/2024,Bogota,Libre inversion,16000000,12,4940000,0,Posgrado,CASADO,2,no,Aprobado
SOL-01621,25/07/2024,Medellin,Educacion,9300000,12,N/A,3,Tecnico,Casado,3,no,RECHAZADO
SOL-02818,13/09/2024,Bogotá,Educacion,4800000,12,2000000,2,Profesional,SOLTERO,1,No,Rechazado
SOL-01072,2024-04-01,Cali,Vivienda,214100000,240,2010000,0,Profesional,soltero,0,No,En estudio
SOL-00555,01/12/2024,Bogota,Libre inversion,14600000,48,$ 3820000,0,Profesional,Soltero,3,0,en estudio
SOL-01829,2024-11-30,bogota,Vivienda,91400000,120,2690000,1,Tecnico,Unión libre,2,1,aprobado
SOL-00827,24/07/2024,Bogotá D.C.,Vivienda,185300000,240,6480000,5,Prof.,Casado,0,No,Rechazado
SOL-02897,2024-03-28,Cartagena,Vivienda,107400000,180,4900000,2,Prof.,Union libre,4,Si,En estudio
SOL-01985,2025-04-07,Medellin,Educacion,7400000,12,2040000,5,Bach.,Soltero,1,No,en estudio
SOL-01838,2024-11-19,medellin,Vehiculo,52900000,60,$ 2430000,0,Profesional,Casado,0,SI,aprobado
SOL-00536,2024-01-10,Medellin,Libre inversion,10400000,24,3730000,0,bachiller,Divorciado,1,1,Rechazado
SOL-02703,2024-01-08,Bogota,Libre inversion,16300000,12,4280000,1,Tecnico,Union libre,0,NO,Rechazado
SOL-00155,2024-02-27,Bogota,Vivienda,230700000,60,3260000,N/A,bachiller,Casado,2,Sí,Aprobado
SOL-02611,16/05/2025,Medellin,Vivienda,243500000,60,1820000,10,Profesional,Union libre,N/A,No,Rechazado
SOL-02847,18/02/2024,pereira,Libre inversion,15900000,12,1800000,1,Tecnico,Soltero,1,NO,En estudio
SOL-00323,2024-05-31,Medellín,Vivienda,154500000,180,7380000,5,Profesional,Soltero,2,Si,Aprobado
SOL-01711,2025-02-05,Barranquilla,Educacion,12500000,36,9.880.000,3,Profesional,Union libre,1,0,Aprobado
SOL-00015,29/01/2025,Bogota,Libre inversion,13600000,36,$6.940.000,6,bachiller,Union libre,2,no,aprobado
SOL-01799,30/09/2024,Cali,Vivienda,106200000,180,1800000,8,Postgrado,Casado,1,SI,Rechazado
SOL-02850,2024-10-04,bogota,Libre inversion,24300000,12,5.970.000,6,PROFESIONAL,soltero,1,NO,Aprobado
SOL-00083,2024-08-13,Barranquilla,Educacion,9100000,24,2320000,1,Posgrado,Soltero,3,No,Rechazado
SOL-01944,2025-03-08,pereira,Libre inversion,24300000,48,5.020.000,4,Profesional,CASADO,0,No,EN ESTUDIO
SOL-01989,2025-06-05,Bucaramanga,Vivienda,236000000,120,3000000,7,Profesional,soltero,0,no,Aprobado
SOL-01384,2024-11-29,CALI,Libre inversion,24200000,12,$1.990.000,1,Prof.,Casado,,Si,Aprobado
SOL-01575,2025-05-17,PEREIRA,Educacion,15900000,24,1900000,5,Profesional,Union libre,N/A,No,RECHAZADO
SOL-02059,2025-02-11,Bogotá D.C.,Vehiculo,35800000,48,$ 1800000,1,Profesional,Soltero,1,No,Aprobado
SOL-02915,2024-05-14,Cartagena,Libre inversion,12300000,36,5.790.000,0,Bachiller,Soltero,0,No,Rechazado
SOL-01495,20/06/2025,Cali,Vivienda,118100000,180,$5.350.000,3,PROFESIONAL,Casado,1,no,Aprobado
SOL-00832,2024-01-15,Barranquilla,Libre inversion,18000000,24,1800000,2,Técnico,soltero,1,No,Aprobado
SOL-02081,08/05/2024,pereira,Vivienda,85700000,60,2390000,,Tecnico,Union libre,3,No,Aprobado
SOL-01175,2024-11-09,medellin,Vivienda,98500000,120,3250000,3,TECNICO,CASADO,0,Si,Aprobado
SOL-00414,2024-02-12,CARTAGENA,Vehiculo,26100000,60,1800000,1,Técnico,Divorciado,1,SI,En estudio
SOL-01818,12/07/2024,Bogota,Vehiculo,21100000,36,2.200.000,2,Posgrado,Union libre,1,No,Aprobado
SOL-00166,2024-09-23,barranquilla,Libre inversion,16600000,12,$3.350.000,14,Postgrado,Soltero,2,Si,Rechazado
SOL-02609,31/12/2024,Bogotá,Libre inversion,13800000,36,$7.940.000,5,Bachiller,casado,0,Si,Aprobado
SOL-02958,24/03/2025,Bucaramanga,Vehiculo,26900000,36,8250000,8,Tecnico,Casado,2,No,Aprobado
SOL-00615,07/11/2024,Cartagena,Educacion,12700000,24,7410000,2,Tecnico,Union libre,3,si,Aprobado
SOL-01015,2024-02-23,Bogota,Libre inversion,8500000,24,3830000,0,Bachiller,Casado,1,No,Aprobado
SOL-02138,2024-02-22,Cali,Libre inversion,22700000,48,1800000,1,Bachiller,Union libre,3,Si,Aprobado
SOL-01016,26/02/2024,Medellin,Vehiculo,32100000,36,2880000,10,Profesional,Divorciado,1,No,Aprobado
SOL-01238,04/06/2024,BOGOTA,Vivienda,171600000,120,5190000,4,PROFESIONAL,Soltero,0,No,RECHAZADO
SOL-02182,2025-05-30,Cali,Vehiculo,35400000,60,1860000,4,BACHILLER,Soltero,2,Si,Aprobado
SOL-00556,2024-02-29,Bogota,Vivienda,144000000,240,2300000,1,Tecnico,Casado,3,No,Aprobado
SOL-02369,2024-01-02,Cartagena,Libre inversion,19500000,48,1800000,0,PROFESIONAL,Soltero,3,No,aprobado
SOL-02840,28/01/2024,bogota,Educacion,3300000,36,6890000,9,Tecnico,Soltero,0,No,Rechazado
SOL-01212,2024-10-05,Medellín,Libre inversion,13500000,36,1800000,7,Profesional,SOLTERO,1,No,Aprobado
SOL-02817,2024-03-25,Cali,Libre inversion,8400000,36,5980000,2,Profesional,Union libre,4,NO,Aprobado
SOL-00635,2025-03-07,Cartagena,Vehiculo,55600000,36,2.210.000,1,Profesional,Divorciado,2,si,EN ESTUDIO
SOL-01056,2025-06-19,Bogota,Libre inversion,8200000,36,7120000,2,Bachiller,soltero,3,No,Rechazado
SOL-02341,30/11/2024,Bogota,Vehiculo,55200000,60,1890000,9,Posgrado,Soltero,0,no,Rechazado
SOL-01709,2025-06-26,Bogotá D.C.,Libre inversion,12500000,24,1800000,3,Bachiller,Union libre,0,No,rechazado
SOL-00797,2024-10-27,Bucaramanga,Vivienda,118800000,60,$4.520.000,2,Bachiller,union libre,0,0,aprobado
SOL-02793,05/08/2024,Barranquilla,Vehiculo,55800000,36,2180000,,Bach.,DIVORCIADO,2,Si,Rechazado
SOL-00175,31/10/2024,Bucaramanga,Vehiculo,32000000,60,3620000,16,Bachiller,UNION LIBRE,0,SI,en estudio
SOL-00246,2024-07-13,Bucaramanga,Libre inversion,18500000,48,3910000,17,Profesional,Casado,0,Si,Rechazado
SOL-01081,20/08/2024,BARRANQUILLA,Vehiculo,42400000,24,1800000,0,profesional,Unión libre,0,SI,Rechazado
SOL-01655,2024-10-30,Barranquilla,Vehiculo,46800000,36,3570000,4,Profesional,Divorciado,4,Si,Rechazado
SOL-02257,2024-12-09,CALI,Vivienda,196800000,120,1.980.000,2,Posgrado,Divorciado,3,Si,En estudio
SOL-00145,2024-04-14,Bogota,Vivienda,171700000,120,4480000,4,Tecnico,Divorciado,3,No,En estudio
SOL-00146,2025-02-27,bucaramanga,Vivienda,113700000,240,1800000,1,Profesional,Casado,,No,aprobado
SOL-00091,22/10/2024,CALI,Educacion,14600000,36,5850000,,Bachiller,Casado,0,Si,RECHAZADO
SOL-00683,2024-08-26,BOGOTA,Educacion,13100000,36,11430000,N/A,Bachiller,CASADO,0,no,Rechazado
SOL-00311,20/03/2024,Pereira,Educacion,16000000,36,2930000,1,Tecnico,Union libre,1,Si,Rechazado
SOL-00094,2024-11-13,Barranquilla,Vehiculo,52400000,60,12110000,9,Profesional,Union libre,4,NO,Aprobado
SOL-02676,2024-10-04,BOGOTA,Vehiculo,59800000,60,4150000,1,Profesional,Soltero,3,No,Rechazado
SOL-01957,2025-06-20,Bogotá,Libre inversion,23100000,48,3050000,3,Bachiller,CASADO,2,0,Rechazado
SOL-00925,19/03/2025,Bogota,Vivienda,197000000,120,5.670.000,N/A,tecnico,Soltero,0,Si,Aprobado
SOL-02864,2025-04-26,Cali,Educacion,10100000,36,3.020.000,8,Tecnico,Union libre,3,no,rechazado
SOL-01910,2024-08-16,Bogota,Libre inversion,19000000,12,1800000,5,Tecnico,soltero,1,No,Aprobado
SOL-01036,2024-11-19,cali,Vehiculo,25900000,60,1800000,1,Tecnico,Union libre,0,Si,En estudio
SOL-01401,07/06/2024,Pereira,Educacion,13100000,24,3220000,0,Tecnico,Union libre,4,Si,Rechazado
SOL-02292,17/01/2025,Bogota,Libre inversion,17400000,24,9.170.000,4,Postgrado,Casado,2,No,Aprobado
SOL-01501,11/06/2025,Bogota,Vehiculo,41900000,24,2910000,6,bachiller,Soltero,2,No,Aprobado
SOL-02263,2024-01-14,Cartagena,Vehiculo,32100000,36,4270000,12,Posgrado,Casado,0,1,Rechazado
SOL-01469,2024-06-01,Barranquilla,Educacion,15000000,12,$ 4100000,2,Profesional,union libre,0,NO,Aprobado
SOL-00999,2024-07-01,Medellin,Libre inversion,14900000,12,$2.450.000,8,Profesional,Union libre,4,1,aprobado
SOL-00854,30/06/2024,Bucaramanga,Libre inversion,23700000,48,1800000,9,Tecnico,Soltero,2,No,Rechazado
SOL-02474,2024-10-07,pereira,Vehiculo,31500000,60,6970000,4,Bachiller,Union libre,2,No,Aprobado
SOL-02205,21/03/2024,barranquilla,Educacion,7300000,12,3660000,1,Profesional,Union libre,2,Si,Aprobado
SOL-01143,01/08/2024,cali,Libre inversion,9700000,36,$2.610.000,7,Profesional,SOLTERO,0,No,aprobado
SOL-01144,2025-06-06,Bogotá,Libre inversion,8800000,24,2380000,3,Bachiller,Union libre,,No,Rechazado
SOL-02275,13/12/2024,cali,Educacion,11400000,24,6450000,3,Tec.,soltero,0,SI,Aprobado
SOL-02049,2024-11-06,Bucaramanga,Libre inversion,23200000,24,2500000,7,Posgrado,Union libre,2,No,Aprobado
SOL-00402,27/02/2025,Barranquilla,Libre inversion,23900000,12,2660000,8,Tecnico,Casado,2,no,Aprobado
SOL-01104,2024-02-25,cartagena,Educacion,6500000,12,2360000,2,bachiller,Soltero,1,No,Aprobado
SOL-00085,12/02/2024,Pereira,Vehiculo,44900000,60,$ 4500000,2,Tecnico,Soltero,0,SI,Aprobado
SOL-02211,13/07/2024,Pereira,Educacion,6500000,12,1800000,0,Postgrado,SOLTERO,1,NO,Rechazado
SOL-02918,2024-08-25,Bogota,Libre inversion,21400000,12,3000000,3,Bachiller,Soltero,0,Sí,APROBADO
SOL-00115,2025-05-27,BUCARAMANGA,Libre inversion,19100000,24,$6.080.000,5,Posgrado,Soltero,0,No,Aprobado
SOL-02646,2024-04-10,MEDELLIN,Libre inversion,14300000,36,3070000,4,Bachiller,Soltero,1,Si,Rechazado
SOL-01586,2024-09-18,MEDELLIN,Libre inversion,11700000,36,$ 2630000,11,Bachiller,Soltero,2,No,aprobado
SOL-01568,2024-10-29,MEDELLIN,Educacion,4600000,24,2770000,2,Bach.,soltero,2,No,Aprobado
SOL-01502,2025-01-15,cali,Vivienda,207700000,60,2760000,13,Profesional,Casado,0,No,Rechazado
SOL-01661,06/08/2024,Medellin,Vivienda,95200000,180,2130000,4,Tecnico,Union libre,3,si,En estudio
SOL-01557,2024-09-02,BOGOTA,Educacion,5200000,36,2220000,19,Profesional,Soltero,0,si,Rechazado
SOL-02008,2024-11-11,Bogota,Libre inversion,14200000,24,2450000,3,Bachiller,Casado,1,No,aprobado
SOL-00626,2024-10-06,cartagena,Vivienda,137700000,240,2860000,13,BACHILLER,casado,2,No,Aprobado
SOL-01886,11/01/2025,Cartagena,Libre inversion,16000000,36,4340000,2,Tec.,Divorciado,1,Si,En estudio
SOL-01867,10/02/2025,Bogota,Libre inversion,23300000,48,4740000,1,BACHILLER,Union libre,3,0,Aprobado
SOL-00953,2024-03-24,Cali,Educacion,9500000,36,6880000,7,PROFESIONAL,Soltero,0,no,Aprobado
SOL-02307,16/07/2024,CARTAGENA,Libre inversion,11500000,12,2130000,5,bachiller,soltero,0,1,En estudio
SOL-00625,2025-06-11,Medellin,Vivienda,101600000,180,1980000,2,Bachiller,Union libre,1,1,Rechazado
SOL-00235,2025-05-21,Medellin,Libre inversion,17900000,36,2940000,2,Posgrado,Divorciado,2,Si,Aprobado
SOL-02184,2024-07-20,BARRANQUILLA,Libre inversion,15500000,36,4800000,23,Técnico,Union libre,0,No,Rechazado
SOL-02035,22/12/2024,CALI,Vehiculo,27100000,36,3.370.000,2,Bachiller,union libre,1,No,Rechazado
SOL-01827,2024-11-06,Bogota,Libre inversion,19400000,12,4290000,0,PROFESIONAL,soltero,2,si,RECHAZADO
SOL-02873,2024-08-28,Bogota,Vehiculo,28300000,48,3940000,3,posgrado,Union libre,0,no,aprobado
SOL-02641,2024-06-04,Medellin,Educacion,4000000,24,2600000,2,Profesional,Divorciado,2,No,Aprobado
SOL-01315,2025-06-21,MEDELLIN,Libre inversion,13500000,36,4490000,3,Posgrado,Union libre,0,No,rechazado
SOL-01526,2024-10-20,bucaramanga,Educacion,13700000,24,1800000,11,Tecnico,Casado,2,Sí,Aprobado
SOL-01563,2025-05-26,barranquilla,Libre inversion,18900000,36,8950000,6,Bachiller,Soltero,2,Si,Rechazado
SOL-01753,11/01/2024,Medellin,Vehiculo,21100000,24,4450000,2,BACHILLER,Soltero,0,No,Rechazado
SOL-01606,2025-03-05,Medellin,Vehiculo,48900000,24,5410000,1,Tecnico,Soltero,0,Si,Aprobado
SOL-00344,2024-07-02,Bogotá D.C.,Vivienda,165200000,60,3350000,,Bachiller,SOLTERO,2,No,En estudio
SOL-02518,2024-10-13,Barranquilla,Libre inversion,18200000,36,1800000,4,Bachiller,Casado,1,si,Rechazado
SOL-02342,2024-10-16,Bogota,Vivienda,171700000,240,1830000,1,Profesional,Divorciado,3,SI,Aprobado
SOL-02413,01/06/2025,Bogota,Vivienda,191800000,240,2820000,4,Profesional,Casado,0,No,Rechazado
SOL-02227,27/06/2025,medellin,Vehiculo,31500000,60,1.800.000,,Posgrado,Casado,2,NO,aprobado
SOL-00997,13/07/2024,bogota,Vehiculo,34000000,24,2.810.000,3,Profesional,Soltero,1,No,Rechazado
SOL-02063,24/12/2024,Medellin,Libre inversion,14300000,36,4470000,1,Profesional,Casado,3,No,Aprobado
